rows,csv,orc,orc (sorted),compression,compression_strategy,compression_block_size,stripe_size,batch_size
5000,392234,353800,349798,0,1,16384,134217728,4096
5000,392234,353800,349798,0,1,16384,268435456,256
5000,392234,353800,349798,0,1,16384,268435456,512
5000,392234,353800,349798,0,1,16384,268435456,1024
5000,392234,353800,349798,0,1,16384,268435456,2048
5000,392234,353800,349798,0,1,16384,268435456,4096
5000,392234,353800,349798,0,1,32768,16777216,256
5000,392234,353800,349798,0,1,32768,16777216,512
5000,392234,353800,349798,0,1,32768,16777216,1024
5000,392234,353800,349798,0,1,32768,16777216,2048
5000,392234,353800,349798,0,1,32768,16777216,4096
5000,392234,353800,349798,0,1,32768,33554432,256
5000,392234,353800,349798,0,1,32768,33554432,512
5000,392234,353800,349798,0,1,32768,33554432,1024
5000,392234,353800,349798,0,1,32768,33554432,2048
5000,392234,353800,349798,0,1,32768,33554432,4096
5000,392234,353800,349798,0,1,32768,67108864,256
5000,392234,353800,349798,0,1,32768,67108864,512
5000,392234,353800,349798,0,1,32768,67108864,1024
5000,392234,353800,349798,0,1,32768,67108864,2048
5000,392234,353800,349798,0,1,32768,67108864,4096
5000,392234,353800,349798,0,1,32768,134217728,256
5000,392234,353800,349798,0,1,32768,134217728,512
5000,392234,353800,349798,0,1,32768,134217728,1024
5000,392234,353800,349798,0,1,32768,134217728,2048
5000,392234,353800,349798,0,1,32768,134217728,4096
5000,392234,353800,349798,0,1,32768,268435456,256
5000,392234,353800,349798,0,1,32768,268435456,512
5000,392234,353800,349798,0,1,32768,268435456,1024
5000,392234,353800,349798,0,1,32768,268435456,2048
5000,392234,353800,349798,0,1,32768,268435456,4096
5000,392234,353800,349798,0,1,65536,16777216,256
5000,392234,353800,349798,0,1,65536,16777216,512
5000,392234,353800,349798,0,1,65536,16777216,1024
5000,392234,353800,349798,0,1,65536,16777216,2048
5000,392234,353800,349798,0,1,65536,16777216,4096
5000,392234,353800,349798,0,1,65536,33554432,256
5000,392234,353800,349798,0,1,65536,33554432,512
5000,392234,353800,349798,0,1,65536,33554432,1024
5000,392234,353800,349798,0,1,65536,33554432,2048
5000,392234,353800,349798,0,1,65536,33554432,4096
5000,392234,353800,349798,0,1,65536,67108864,256
5000,392234,353800,349798,0,1,65536,67108864,512
5000,392234,353800,349798,0,1,65536,67108864,1024
5000,392234,353800,349798,0,1,65536,67108864,2048
5000,392234,353800,349798,0,1,65536,67108864,4096
5000,392234,353800,349798,0,1,65536,134217728,256
5000,392234,353800,349798,0,1,65536,134217728,512
5000,392234,353800,349798,0,1,65536,134217728,1024
5000,392234,353800,349798,0,1,65536,134217728,2048
5000,392234,353800,349798,0,1,65536,134217728,4096
5000,392234,353800,349798,0,1,65536,268435456,256
5000,392234,353800,349798,0,1,65536,268435456,512
5000,392234,353800,349798,0,1,65536,268435456,1024
5000,392234,353800,349798,0,1,65536,268435456,2048
5000,392234,353800,349798,0,1,65536,268435456,4096
5000,392234,353800,349798,0,1,131072,16777216,256
5000,392234,353800,349798,0,1,131072,16777216,512
5000,392234,353800,349798,0,1,131072,16777216,1024
5000,392234,353800,349798,0,1,131072,16777216,2048
5000,392234,353800,349798,0,1,131072,16777216,4096
5000,392234,353800,349798,0,1,131072,33554432,256
5000,392234,353800,349798,0,1,131072,33554432,512
5000,392234,353800,349798,0,1,131072,33554432,1024
5000,392234,353800,349798,0,1,131072,33554432,2048
5000,392234,353800,349798,0,1,131072,33554432,4096
5000,392234,353800,349798,0,1,131072,67108864,256
5000,392234,353800,349798,0,1,131072,67108864,512
5000,392234,353800,349798,0,1,131072,67108864,1024
5000,392234,353800,349798,0,1,131072,67108864,2048
5000,392234,353800,349798,0,1,131072,67108864,4096
5000,392234,353800,349798,0,1,131072,134217728,256
5000,392234,353800,349798,0,1,131072,134217728,512
5000,392234,353800,349798,0,1,131072,134217728,1024
5000,392234,353800,349798,0,1,131072,134217728,2048
5000,392234,353800,349798,0,1,131072,134217728,4096
5000,392234,353800,349798,0,1,131072,268435456,256
5000,392234,353800,349798,0,1,131072,268435456,512
5000,392234,353800,349798,0,1,131072,268435456,1024
5000,392234,353800,349798,0,1,131072,268435456,2048
5000,392234,353800,349798,0,1,131072,268435456,4096
5000,392234,353800,349798,0,1,262144,16777216,256
5000,392234,353800,349798,0,1,262144,16777216,512
5000,392234,353800,349798,0,1,262144,16777216,1024
5000,392234,353800,349798,0,1,262144,16777216,2048
5000,392234,353800,349798,0,1,262144,16777216,4096
5000,392234,353800,349798,0,1,262144,33554432,256
5000,392234,353800,349798,0,1,262144,33554432,512
5000,392234,353800,349798,0,1,262144,33554432,1024
5000,392234,353800,349798,0,1,262144,33554432,2048
5000,392234,353800,349798,0,1,262144,33554432,4096
5000,392234,353800,349798,0,1,262144,67108864,256
5000,392234,353800,349798,0,1,262144,67108864,512
5000,392234,353800,349798,0,1,262144,67108864,1024
5000,392234,353800,349798,0,1,262144,67108864,2048
5000,392234,353800,349798,0,1,262144,67108864,4096
5000,392234,353800,349798,0,1,262144,134217728,256
5000,392234,353800,349798,0,1,262144,134217728,512
5000,392234,353800,349798,0,1,262144,134217728,1024
5000,392234,353800,349798,0,1,262144,134217728,2048
5000,392234,353800,349798,0,1,262144,134217728,4096
5000,392234,353800,349798,0,1,262144,268435456,256
5000,392234,353800,349798,0,1,262144,268435456,512
5000,392234,353800,349798,0,1,262144,268435456,1024
5000,392234,353800,349798,0,1,262144,268435456,2048
5000,392234,353800,349798,0,1,262144,268435456,4096
5000,392234,39378,30982,1,0,16384,16777216,256
5000,392234,39378,30982,1,0,16384,16777216,512
5000,392234,39378,30982,1,0,16384,16777216,1024
5000,392234,39378,30982,1,0,16384,16777216,2048
5000,392234,39378,30982,1,0,16384,16777216,4096
5000,392234,39378,30982,1,0,16384,33554432,256
5000,392234,39378,30982,1,0,16384,33554432,512
5000,392234,39378,30982,1,0,16384,33554432,1024
5000,392234,39378,30982,1,0,16384,33554432,2048
5000,392234,39378,30982,1,0,16384,33554432,4096
5000,392234,39378,30982,1,0,16384,67108864,256
5000,392234,39378,30982,1,0,16384,67108864,512
5000,392234,39378,30982,1,0,16384,67108864,1024
5000,392234,39378,30982,1,0,16384,67108864,2048
5000,392234,39378,30982,1,0,16384,67108864,4096
5000,392234,39378,30982,1,0,16384,134217728,256
5000,392234,39378,30982,1,0,16384,134217728,512
5000,392234,39378,30982,1,0,16384,134217728,1024
5000,392234,39378,30982,1,0,16384,134217728,2048
5000,392234,39378,30982,1,0,16384,134217728,4096
5000,392234,39378,30982,1,0,16384,268435456,256
5000,392234,39378,30982,1,0,16384,268435456,512
5000,392234,39378,30982,1,0,16384,268435456,1024
5000,392234,39378,30982,1,0,16384,268435456,2048
5000,392234,39378,30982,1,0,16384,268435456,4096
5000,392234,37538,30182,1,0,32768,16777216,256
5000,392234,37538,30182,1,0,32768,16777216,512
5000,392234,37538,30182,1,0,32768,16777216,1024
5000,392234,37538,30182,1,0,32768,16777216,2048
5000,392234,37538,30182,1,0,32768,16777216,4096
5000,392234,37538,30182,1,0,32768,33554432,256
5000,392234,37538,30182,1,0,32768,33554432,512
5000,392234,37538,30182,1,0,32768,33554432,1024
5000,392234,37538,30182,1,0,32768,33554432,2048
5000,392234,37538,30182,1,0,32768,33554432,4096
5000,392234,37538,30182,1,0,32768,67108864,256
5000,392234,37538,30182,1,0,32768,67108864,512
5000,392234,37538,30182,1,0,32768,67108864,1024
5000,392234,37538,30182,1,0,32768,67108864,2048
5000,392234,37538,30182,1,0,32768,67108864,4096
5000,392234,37538,30182,1,0,32768,134217728,256
5000,392234,37538,30182,1,0,32768,134217728,512
5000,392234,37538,30182,1,0,32768,134217728,1024
5000,392234,37538,30182,1,0,32768,134217728,2048
5000,392234,37538,30182,1,0,32768,134217728,4096
5000,392234,37538,30182,1,0,32768,268435456,256
5000,392234,37538,30182,1,0,32768,268435456,512
5000,392234,37538,30182,1,0,32768,268435456,1024
5000,392234,37538,30182,1,0,32768,268435456,2048
5000,392234,37538,30182,1,0,32768,268435456,4096
5000,392234,36417,29584,1,0,65536,16777216,256
5000,392234,36417,29584,1,0,65536,16777216,512
5000,392234,36417,29584,1,0,65536,16777216,1024
5000,392234,36417,29584,1,0,65536,16777216,2048
5000,392234,36417,29584,1,0,65536,16777216,4096
5000,392234,36417,29584,1,0,65536,33554432,256
5000,392234,36417,29584,1,0,65536,33554432,512
5000,392234,36417,29584,1,0,65536,33554432,1024
5000,392234,36417,29584,1,0,65536,33554432,2048
5000,392234,36417,29584,1,0,65536,33554432,4096
5000,392234,36417,29584,1,0,65536,67108864,256
5000,392234,36417,29584,1,0,65536,67108864,512
5000,392234,36417,29584,1,0,65536,67108864,1024
5000,392234,36417,29584,1,0,65536,67108864,2048
5000,392234,36417,29584,1,0,65536,67108864,4096
5000,392234,36417,29584,1,0,65536,134217728,256
5000,392234,36417,29584,1,0,65536,134217728,512
5000,392234,36417,29584,1,0,65536,134217728,1024
5000,392234,36417,29584,1,0,65536,134217728,2048
5000,392234,36417,29584,1,0,65536,134217728,4096
5000,392234,36417,29584,1,0,65536,268435456,256
5000,392234,36417,29584,1,0,65536,268435456,512
5000,392234,36417,29584,1,0,65536,268435456,1024
5000,392234,36417,29584,1,0,65536,268435456,2048
5000,392234,36417,29584,1,0,65536,268435456,4096
5000,392234,36080,29332,1,0,131072,16777216,256
5000,392234,36080,29332,1,0,131072,16777216,512
5000,392234,36080,29332,1,0,131072,16777216,1024
5000,392234,36080,29332,1,0,131072,16777216,2048
5000,392234,36080,29332,1,0,131072,16777216,4096
5000,392234,36080,29332,1,0,131072,33554432,256
5000,392234,36080,29332,1,0,131072,33554432,512
5000,392234,36080,29332,1,0,131072,33554432,1024
5000,392234,36080,29332,1,0,131072,33554432,2048
5000,392234,36080,29332,1,0,131072,33554432,4096
5000,392234,36080,29332,1,0,131072,67108864,256
5000,392234,36080,29332,1,0,131072,67108864,512
5000,392234,36080,29332,1,0,131072,67108864,1024
5000,392234,36080,29332,1,0,131072,67108864,2048
5000,392234,36080,29332,1,0,131072,67108864,4096
5000,392234,36080,29332,1,0,131072,134217728,256
5000,392234,36080,29332,1,0,131072,134217728,512
5000,392234,36080,29332,1,0,131072,134217728,1024
5000,392234,36080,29332,1,0,131072,134217728,2048
5000,392234,36080,29332,1,0,131072,134217728,4096
5000,392234,36080,29332,1,0,131072,268435456,256
5000,392234,36080,29332,1,0,131072,268435456,512
5000,392234,36080,29332,1,0,131072,268435456,1024
5000,392234,36080,29332,1,0,131072,268435456,2048
5000,392234,36080,29332,1,0,131072,268435456,4096
5000,392234,35661,29259,1,0,262144,16777216,256
5000,392234,35661,29259,1,0,262144,16777216,512
5000,392234,35661,29259,1,0,262144,16777216,1024
5000,392234,35661,29259,1,0,262144,16777216,2048
5000,392234,35661,29259,1,0,262144,16777216,4096
5000,392234,35661,29259,1,0,262144,33554432,256
5000,392234,35661,29259,1,0,262144,33554432,512
5000,392234,35661,29259,1,0,262144,33554432,1024
5000,392234,35661,29259,1,0,262144,33554432,2048
5000,392234,35661,29259,1,0,262144,33554432,4096
5000,392234,35661,29259,1,0,262144,67108864,256
5000,392234,35661,29259,1,0,262144,67108864,512
5000,392234,35661,29259,1,0,262144,67108864,1024
5000,392234,35661,29259,1,0,262144,67108864,2048
5000,392234,35661,29259,1,0,262144,67108864,4096
5000,392234,35661,29259,1,0,262144,134217728,256
5000,392234,35661,29259,1,0,262144,134217728,512
5000,392234,35661,29259,1,0,262144,134217728,1024
5000,392234,35661,29259,1,0,262144,134217728,2048
5000,392234,35661,29259,1,0,262144,134217728,4096
5000,392234,35661,29259,1,0,262144,268435456,256
5000,392234,35661,29259,1,0,262144,268435456,512
5000,392234,35661,29259,1,0,262144,268435456,1024
5000,392234,35661,29259,1,0,262144,268435456,2048
5000,392234,35661,29259,1,0,262144,268435456,4096
5000,392234,31896,25165,1,1,16384,16777216,256
5000,392234,31896,25165,1,1,16384,16777216,512
5000,392234,31896,25165,1,1,16384,16777216,1024
5000,392234,31896,25165,1,1,16384,16777216,2048
5000,392234,31896,25165,1,1,16384,16777216,4096
5000,392234,31896,25165,1,1,16384,33554432,256
5000,392234,31896,25165,1,1,16384,33554432,512
5000,392234,31896,25165,1,1,16384,33554432,1024
5000,392234,31896,25165,1,1,16384,33554432,2048
5000,392234,31896,25165,1,1,16384,33554432,4096
5000,392234,31896,25165,1,1,16384,67108864,256
5000,392234,31896,25165,1,1,16384,67108864,512
5000,392234,31896,25165,1,1,16384,67108864,1024
5000,392234,31896,25165,1,1,16384,67108864,2048
5000,392234,31896,25165,1,1,16384,67108864,4096
5000,392234,31896,25165,1,1,16384,134217728,256
5000,392234,31896,25165,1,1,16384,134217728,512
5000,392234,31896,25165,1,1,16384,134217728,1024
5000,392234,31896,25165,1,1,16384,134217728,2048
5000,392234,31896,25165,1,1,16384,134217728,4096
5000,392234,31896,25165,1,1,16384,268435456,256
5000,392234,31896,25165,1,1,16384,268435456,512
5000,392234,31896,25165,1,1,16384,268435456,1024
5000,392234,31896,25165,1,1,16384,268435456,2048
5000,392234,31896,25165,1,1,16384,268435456,4096
5000,392234,29533,23991,1,1,32768,16777216,256
5000,392234,29533,23991,1,1,32768,16777216,512
5000,392234,29533,23991,1,1,32768,16777216,1024
5000,392234,29533,23991,1,1,32768,16777216,2048
5000,392234,29533,23991,1,1,32768,16777216,4096
5000,392234,29533,23991,1,1,32768,33554432,256
5000,392234,29533,23991,1,1,32768,33554432,512
5000,392234,29533,23991,1,1,32768,33554432,1024
5000,392234,29533,23991,1,1,32768,33554432,2048
5000,392234,29533,23991,1,1,32768,33554432,4096
5000,392234,29533,23991,1,1,32768,67108864,256
5000,392234,29533,23991,1,1,32768,67108864,512
5000,392234,29533,23991,1,1,32768,67108864,1024
5000,392234,29533,23991,1,1,32768,67108864,2048
5000,392234,29533,23991,1,1,32768,67108864,4096
5000,392234,29533,23991,1,1,32768,134217728,256
5000,392234,29533,23991,1,1,32768,134217728,512
5000,392234,29533,23991,1,1,32768,134217728,1024
5000,392234,29533,23991,1,1,32768,134217728,2048
5000,392234,29533,23991,1,1,32768,134217728,4096
5000,392234,29533,23991,1,1,32768,268435456,256
5000,392234,29533,23991,1,1,32768,268435456,512
5000,392234,29533,23991,1,1,32768,268435456,1024
5000,392234,29533,23991,1,1,32768,268435456,2048
5000,392234,29533,23991,1,1,32768,268435456,4096
5000,392234,27968,22839,1,1,65536,16777216,256
5000,392234,27968,22839,1,1,65536,16777216,512
5000,392234,27968,22839,1,1,65536,16777216,1024
5000,392234,27968,22839,1,1,65536,16777216,2048
5000,392234,27968,22839,1,1,65536,16777216,4096
5000,392234,27968,22839,1,1,65536,33554432,256
5000,392234,27968,22839,1,1,65536,33554432,512
5000,392234,27968,22839,1,1,65536,33554432,1024
5000,392234,27968,22839,1,1,65536,33554432,2048
5000,392234,27968,22839,1,1,65536,33554432,4096
5000,392234,27968,22839,1,1,65536,67108864,256
5000,392234,27968,22839,1,1,65536,67108864,512
5000,392234,27968,22839,1,1,65536,67108864,1024
5000,392234,27968,22839,1,1,65536,67108864,2048
5000,392234,27968,22839,1,1,65536,67108864,4096
5000,392234,27968,22839,1,1,65536,134217728,256
5000,392234,27968,22839,1,1,65536,134217728,512
5000,392234,27968,22839,1,1,65536,134217728,1024
5000,392234,27968,22839,1,1,65536,134217728,2048
5000,392234,27968,22839,1,1,65536,134217728,4096
5000,392234,27968,22839,1,1,65536,268435456,256
5000,392234,27968,22839,1,1,65536,268435456,512
5000,392234,27968,22839,1,1,65536,268435456,1024
5000,392234,27968,22839,1,1,65536,268435456,2048
5000,392234,27968,22839,1,1,65536,268435456,4096
5000,392234,27487,22208,1,1,131072,16777216,256
5000,392234,27487,22208,1,1,131072,16777216,512
5000,392234,27487,22208,1,1,131072,16777216,1024
5000,392234,27487,22208,1,1,131072,16777216,2048
5000,392234,27487,22208,1,1,131072,16777216,4096
5000,392234,27487,22208,1,1,131072,33554432,256
5000,392234,27487,22208,1,1,131072,33554432,512
5000,392234,27487,22208,1,1,131072,33554432,1024
5000,392234,27487,22208,1,1,131072,33554432,2048
5000,392234,27487,22208,1,1,131072,33554432,4096
5000,392234,27487,22208,1,1,131072,67108864,256
5000,392234,27487,22208,1,1,131072,67108864,512
5000,392234,27487,22208,1,1,131072,67108864,1024
5000,392234,27487,22208,1,1,131072,67108864,2048
5000,392234,27487,22208,1,1,131072,67108864,4096
5000,392234,27487,22208,1,1,131072,134217728,256
5000,392234,27487,22208,1,1,131072,134217728,512
5000,392234,27487,22208,1,1,131072,134217728,1024
5000,392234,27487,22208,1,1,131072,134217728,2048
5000,392234,27487,22208,1,1,131072,134217728,4096
5000,392234,27487,22208,1,1,131072,268435456,256
5000,392234,27487,22208,1,1,131072,268435456,512
5000,392234,27487,22208,1,1,131072,268435456,1024
5000,392234,27487,22208,1,1,131072,268435456,2048
5000,392234,27487,22208,1,1,131072,268435456,4096
5000,392234,26954,22146,1,1,262144,16777216,256
5000,392234,26954,22146,1,1,262144,16777216,512
5000,392234,26954,22146,1,1,262144,16777216,1024
5000,392234,26954,22146,1,1,262144,16777216,2048
5000,392234,26954,22146,1,1,262144,16777216,4096
5000,392234,26954,22146,1,1,262144,33554432,256
5000,392234,26954,22146,1,1,262144,33554432,512
5000,392234,26954,22146,1,1,262144,33554432,1024
5000,392234,26954,22146,1,1,262144,33554432,2048
5000,392234,26954,22146,1,1,262144,33554432,4096
5000,392234,26954,22146,1,1,262144,67108864,256
5000,392234,26954,22146,1,1,262144,67108864,512
5000,392234,26954,22146,1,1,262144,67108864,1024
5000,392234,26954,22146,1,1,262144,67108864,2048
5000,392234,26954,22146,1,1,262144,67108864,4096
5000,392234,26954,22146,1,1,262144,134217728,256
5000,392234,26954,22146,1,1,262144,134217728,512
5000,392234,26954,22146,1,1,262144,134217728,1024
5000,392234,26954,22146,1,1,262144,134217728,2048
5000,392234,26954,22146,1,1,262144,134217728,4096
5000,392234,26954,22146,1,1,262144,268435456,256
5000,392234,26954,22146,1,1,262144,268435456,512
5000,392234,26954,22146,1,1,262144,268435456,1024
5000,392234,26954,22146,1,1,262144,268435456,2048
5000,392234,26954,22146,1,1,262144,268435456,4096
5000,392234,35198,26536,5,0,16384,16777216,256
5000,392234,35198,26536,5,0,16384,16777216,512
5000,392234,35198,26536,5,0,16384,16777216,1024
5000,392234,35198,26536,5,0,16384,16777216,2048
5000,392234,35198,26536,5,0,16384,16777216,4096
5000,392234,35198,26536,5,0,16384,33554432,256
5000,392234,35198,26536,5,0,16384,33554432,512
5000,392234,35198,26536,5,0,16384,33554432,1024
5000,392234,35198,26536,5,0,16384,33554432,2048
5000,392234,35198,26536,5,0,16384,33554432,4096
5000,392234,35198,26536,5,0,16384,67108864,256
5000,392234,35198,26536,5,0,16384,67108864,512
5000,392234,35198,26536,5,0,16384,67108864,1024
5000,392234,35198,26536,5,0,16384,67108864,2048
5000,392234,35198,26536,5,0,16384,67108864,4096
5000,392234,35198,26536,5,0,16384,134217728,256
5000,392234,35198,26536,5,0,16384,134217728,512
5000,392234,35198,26536,5,0,16384,134217728,1024
5000,392234,35198,26536,5,0,16384,134217728,2048
5000,392234,35198,26536,5,0,16384,134217728,4096
5000,392234,35198,26536,5,0,16384,268435456,256
5000,392234,35198,26536,5,0,16384,268435456,512
5000,392234,35198,26536,5,0,16384,268435456,1024
5000,392234,35198,26536,5,0,16384,268435456,2048
5000,392234,35198,26536,5,0,16384,268435456,4096
5000,392234,32491,25593,5,0,32768,16777216,256
5000,392234,32491,25593,5,0,32768,16777216,512
5000,392234,32491,25593,5,0,32768,16777216,1024
5000,392234,32491,25593,5,0,32768,16777216,2048
5000,392234,32491,25593,5,0,32768,16777216,4096
5000,392234,32491,25593,5,0,32768,33554432,256
5000,392234,32491,25593,5,0,32768,33554432,512
5000,392234,32491,25593,5,0,32768,33554432,1024
5000,392234,32491,25593,5,0,32768,33554432,2048
5000,392234,32491,25593,5,0,32768,33554432,4096
5000,392234,32491,25593,5,0,32768,67108864,256
5000,392234,32491,25593,5,0,32768,67108864,512
5000,392234,32491,25593,5,0,32768,67108864,1024
5000,392234,32491,25593,5,0,32768,67108864,2048
5000,392234,32491,25593,5,0,32768,67108864,4096
5000,392234,32491,25593,5,0,32768,134217728,256
5000,392234,32491,25593,5,0,32768,134217728,512
5000,392234,32491,25593,5,0,32768,134217728,1024
